,SUBTFA,SYSTEMID,DEVICE NUMBER,DEVICE DESCRIPTION,DEVICE SERIAL NUMER,SITE,WORK ORDER NUMBER,WORK ORDER DESCRIPTION,WORK ORDER PRIORITY DESCRIPTION,WOTYPE_DESCRIPTION,FUNCTIONAL LOCATION DRILL DOWN,FUNCTIONAL LOCATION DESCRIPTION,PROBLEMREPORTED,ACTIONCOMPLETED,TIME TO RETURN (Days.% of 24hrs),LOT YEAR,AFFECTED PART UNIQUE IDENTIFIER,AFFECTED PART NUMBER,AFFECTED PART NAME,AFFECTED PART SERIAL NUMBER,MAINTENANCE ACTION,NUMPARTSFROMSTOREROOM,NUMPARTSFROMPO,DATE SENT TO VENDOR,DATE RECEIVED FROM VENDOR,REPAIR PART OWNERSHIP,REPAIR PART NUMBER,REPAIR PART NAME,REPAIR PART SERIAL NUMBER,REPAIR PART STOCKTYPE,REPAIR CATEGORY,REPAIR PART FARCODE,TOTAL WORK ORDER LABOR,LONG DESCRIPTION,Unnamed: 34
763,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344944,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93414",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-18 09:17:25.0000000,2016-04-18 12:51:39.0000000,0.1486,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,2136-A,"CONNECTOR, KIT, WATERPROOF",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- REPLACED SPARK CONNECTOR. BENCH CHECK GOOD RFI._x000D_
4/18/16 PASSED QA BENCH TEST RFI COMP WO"
764,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344945,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93413",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-15 15:29:46.0000000,2016-04-20 08:51:17.0000000,4.7236,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,2136-A,"CONNECTOR, KIT, WATERPROOF",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,5,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- REPLACED SPARK CONNECTOR AND CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/20/16 PASSED QA BENCH TEST RFI COMP WO"
765,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344945,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93413",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-15 15:29:46.0000000,2016-04-20 08:51:17.0000000,4.7236,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,97-3106A-18-420P,"CONNECTOR, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,5,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- REPLACED SPARK CONNECTOR AND CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/20/16 PASSED QA BENCH TEST RFI COMP WO"
766,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344945,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93413",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-15 15:29:46.0000000,2016-04-20 08:51:17.0000000,4.7236,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS3420-10,"BUSHING, CIR CONN, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,5,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- REPLACED SPARK CONNECTOR AND CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/20/16 PASSED QA BENCH TEST RFI COMP WO"
767,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344946,"NSTD - N/A, CABLE AY SPARK PLUG TAG 93412",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-18 14:01:45.0000000,2016-04-19 09:21:58.0000000,0.8055,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,97-3106A-18-420P,"CONNECTOR, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,5,"SYMPTOM- REPAIR NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 2/19/2016, REPLACED SPARK CONNECTOR, AND CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/19/16 PASSED QA BENCH TEST RFI COMP WO"
768,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344946,"NSTD - N/A, CABLE AY SPARK PLUG TAG 93412",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-18 14:01:45.0000000,2016-04-19 09:21:58.0000000,0.8055,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,2136-A,"CONNECTOR, KIT, WATERPROOF",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,5,"SYMPTOM- REPAIR NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 2/19/2016, REPLACED SPARK CONNECTOR, AND CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/19/16 PASSED QA BENCH TEST RFI COMP WO"
769,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344946,"NSTD - N/A, CABLE AY SPARK PLUG TAG 93412",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-18 14:01:45.0000000,2016-04-19 09:21:58.0000000,0.8055,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,6,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,3075BK005,"WIRE, BLACK, 18 AWG, ALPHA WIRE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,5,"SYMPTOM- REPAIR NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 2/19/2016, REPLACED SPARK CONNECTOR, AND CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/19/16 PASSED QA BENCH TEST RFI COMP WO"
770,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344947,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93411",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-27 15:29:45.0000000,2016-04-28 10:41:58.0000000,0.8,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS3420-10,"BUSHING, CIR CONN, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,6,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/28/2016, REPLACED CABLE, CANNON PLUG, AND SPARK CONNECTOR. PASSED BENCH CHECK. RFI._x000D_
4/28/16 PASSED QA BENCH TEST RFI COMP WO"
771,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344947,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93411",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-27 15:29:45.0000000,2016-04-28 10:41:58.0000000,0.8,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,12,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,RG214/U,RG214/U Bulk Coaxial Cable,Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,6,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/28/2016, REPLACED CABLE, CANNON PLUG, AND SPARK CONNECTOR. PASSED BENCH CHECK. RFI._x000D_
4/28/16 PASSED QA BENCH TEST RFI COMP WO"
772,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344947,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93411",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-27 15:29:45.0000000,2016-04-28 10:41:58.0000000,0.8,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,2136-A,"CONNECTOR, KIT, WATERPROOF",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,6,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/28/2016, REPLACED CABLE, CANNON PLUG, AND SPARK CONNECTOR. PASSED BENCH CHECK. RFI._x000D_
4/28/16 PASSED QA BENCH TEST RFI COMP WO"
773,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344947,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93411",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-27 15:29:45.0000000,2016-04-28 10:41:58.0000000,0.8,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,97-3106A-18-420P,"CONNECTOR, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,6,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/28/2016, REPLACED CABLE, CANNON PLUG, AND SPARK CONNECTOR. PASSED BENCH CHECK. RFI._x000D_
4/28/16 PASSED QA BENCH TEST RFI COMP WO"
774,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344948,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93410",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-15 13:18:41.0000000,2016-04-18 09:12:48.0000000,2.8291,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,97-3106A-18-420P,"CONNECTOR, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,5,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- REPLACED AMPHENOL CONNECTOR. BENCH CHECK GOOD. RFI._x000D_
4/18/16 PASSED QA BENCH TEST RFI COMP WO"
775,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344949,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93409",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-03-17 16:56:00.0000000,2016-04-27 15:26:00.0000000,40.9375,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,2136-A,"CONNECTOR, KIT, WATERPROOF",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/27/2016, REPLACED SPARK CONNECTOR. PASSED BENCH CHECK. RFI._x000D_
4/27/16 PASSED QA BENCH TEST RFI COMP WO"
776,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344950,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93408",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-19 09:43:07.0000000,2016-04-19 12:41:05.0000000,0.1236,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,97-3106A-18-420P,"CONNECTOR, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/19/2016, REPLACED CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/19/16 PASSED QA BENCH TEST RFI COMP WO"
777,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344950,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93408",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-19 09:43:07.0000000,2016-04-19 12:41:05.0000000,0.1236,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS3420-10,"BUSHING, CIR CONN, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/19/2016, REPLACED CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/19/16 PASSED QA BENCH TEST RFI COMP WO"
778,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344950,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93408",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-19 09:43:07.0000000,2016-04-19 12:41:05.0000000,0.1236,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,6,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,3075BK005,"WIRE, BLACK, 18 AWG, ALPHA WIRE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/19/2016, REPLACED CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/19/16 PASSED QA BENCH TEST RFI COMP WO"
779,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344951,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93407",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-18 12:55:41.0000000,2016-04-18 13:58:36.0000000,0.0437,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,12,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,3075BK005,"WIRE, BLACK, 18 AWG, ALPHA WIRE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/18/2016, REPLACED CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/19/16 PASSED QA BENCH TEST RFI COMP WO"
780,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344951,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 93407",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-18 12:55:41.0000000,2016-04-18 13:58:36.0000000,0.0437,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,97-3106A-18-420P,"CONNECTOR, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM- REPAIR AS NEEDED.			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/18/2016, REPLACED CANNON PLUG. PASSED BENCH CHECK. RFI._x000D_
4/19/16 PASSED QA BENCH TEST RFI COMP WO"
781,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344952,"NSTD - N/A, CABLE AY, SPARK PLUG, TAG 207193",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-04-27 09:34:28.0000000,2016-04-27 13:00:15.0000000,0.143,7,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,2136-A,"CONNECTOR, KIT, WATERPROOF",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM- REPAIR AS NEEDED.		_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION- TROUBLESHOOT.			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 4/27/2016, REPAIR CANNON PLUG CONNECTION, AND REPLACED SPARK CONNECTOR. PASSED BENCH CHECK. RFI._x000D_
4/27/16 PASSED QA BENCH TEST RFI COMP WO"
782,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344953,"NSTD - N/A, VALVE ASSY, OXYGEN TAG 93425",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-03-24 15:36:17.0000000,2016-06-06 09:54:24.0000000,73.7625,7,Not applicable to Material Items,815000-NSTD,"VALVE ASSY, OXYGEN, IEI",Not required for Material items,Pulled from Storeroom,2,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,B-28,"ADAPTOR, OXYGEN",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM-			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION-			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION-_x000D_
_x000D_
6-6-16_x000D_
TROUBLESHOT_x000D_
REPLACED MISSING COVER_x000D_
CLEANED RUST AND DEBRIS FROM VALVE SHAFT_x000D_
BENCH TESTED FOR OPERATION AND OPENING AND CLOSING_x000D_
TESTED GOOD_x000D_
BB_x000D_
6/7/16 CHECKING TO  INVENTORY FOR RETURN / PASSED QA BENCH TEST RFI COM P WO"
783,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344953,"NSTD - N/A, VALVE ASSY, OXYGEN TAG 93425",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-03-24 15:36:17.0000000,2016-06-06 09:54:24.0000000,73.7625,7,Not applicable to Material Items,815000-NSTD,"VALVE ASSY, OXYGEN, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,218956,"KIT, HOUSING, ASCO VALVE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM-			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION-			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION-_x000D_
_x000D_
6-6-16_x000D_
TROUBLESHOT_x000D_
REPLACED MISSING COVER_x000D_
CLEANED RUST AND DEBRIS FROM VALVE SHAFT_x000D_
BENCH TESTED FOR OPERATION AND OPENING AND CLOSING_x000D_
TESTED GOOD_x000D_
BB_x000D_
6/7/16 CHECKING TO  INVENTORY FOR RETURN / PASSED QA BENCH TEST RFI COM P WO"
784,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344954,"NSTD - N/A, VALVE ASSY, OXYGEN TAG 207194",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-03-24 15:36:18.0000000,2016-06-06 09:55:23.0000000,73.7631,7,Not applicable to Material Items,815000-NSTD,"VALVE ASSY, OXYGEN, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,10-802023,"ORING, R-59 7/8 O.D. 3/4 I.D.1/16 THICK, BPI",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM-			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION-			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION-_x000D_
_x000D_
6-3-16_x000D_
TROUBLESHOT_x000D_
CLEANED VALVE AND RUBBER SEAT_x000D_
REPLACED COVER_x000D_
BENCH TESTED GOOD_x000D_
RFI_x000D_
BB_x000D_
6/6/16 PASSED QA BENCH TEST RFI COMP WO"
785,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344955,"NSTD - N/A, ASSY, VALVE, PROPANE TAG 201795",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-03-24 15:36:18.0000000,2016-06-07 13:24:34.0000000,74.9083,7,Not applicable to Material Items,816000-NSTD,"ASSY, VALVE, PROPANE, AIRGAS",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,258850,"KIT, RED HAT II CAPS, ASCO VALVE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,4,"SYMPTOM-			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION-			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION-_x000D_
_x000D_
6-6-16_x000D_
TROUBLESHOT_x000D_
REPAIRED  CONTROL VALVE_x000D_
CLEANED VALVE AND RUBBER SEAT_x000D_
SANDED OFF CORROSION_x000D_
BENCH TESTED GOOD_x000D_
RFI_x000D_
BB_x000D_
6/7/16 CHECKING TO  INVENTORY FOR RETURN / PASSED QA BENCH TEST RFI COM P WO"
786,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344955,"NSTD - N/A, ASSY, VALVE, PROPANE TAG 201795",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-03-24 15:36:18.0000000,2016-06-07 13:24:34.0000000,74.9083,7,Not applicable to Material Items,816000-NSTD,"ASSY, VALVE, PROPANE, AIRGAS",Not required for Material items,Pulled from Storeroom,2,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,245-WESTERN,"ADAPTER, PROPANE, WESTERN ENTERPRISES",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,4,"SYMPTOM-			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION-			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION-_x000D_
_x000D_
6-6-16_x000D_
TROUBLESHOT_x000D_
REPAIRED  CONTROL VALVE_x000D_
CLEANED VALVE AND RUBBER SEAT_x000D_
SANDED OFF CORROSION_x000D_
BENCH TESTED GOOD_x000D_
RFI_x000D_
BB_x000D_
6/7/16 CHECKING TO  INVENTORY FOR RETURN / PASSED QA BENCH TEST RFI COM P WO"
787,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7344955,"NSTD - N/A, ASSY, VALVE, PROPANE TAG 201795",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-03-24 15:36:18.0000000,2016-06-07 13:24:34.0000000,74.9083,7,Not applicable to Material Items,816000-NSTD,"ASSY, VALVE, PROPANE, AIRGAS",Not required for Material items,Pulled from Storeroom,3,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,4GTA3,"NIPPLE, , 1/4 X 8 IN, RED BRASS, GRAINGER",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,4,"SYMPTOM-			_x000D_
_x000D_
*********************************************			_x000D_
FAULT ISOLATION-			_x000D_
		_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION-_x000D_
_x000D_
6-6-16_x000D_
TROUBLESHOT_x000D_
REPAIRED  CONTROL VALVE_x000D_
CLEANED VALVE AND RUBBER SEAT_x000D_
SANDED OFF CORROSION_x000D_
BENCH TESTED GOOD_x000D_
RFI_x000D_
BB_x000D_
6/7/16 CHECKING TO  INVENTORY FOR RETURN / PASSED QA BENCH TEST RFI COM P WO"
